Age,BusinessTravel,Department,DistanceFromHome,Education,EducationField,Gender,JobLevel,JobRole,MaritalStatus,MonthlyIncome,NumCompaniesWorked,PercentSalaryHike,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,YearsAtCompany,YearsSinceLastPromotion,YearsWithCurrManager,EnvironmentSatisfaction,JobSatisfaction,WorkLifeBalance,JobInvolvement,PerformanceRating,target,retirementDate,retirementType,resignationReason
26,Travel_Rarely,Research & Development,29,4,Life Sciences,Male,1,Research Scientist,Single,63890,0.0,22,0,8.0,2,7,0,7,3.0,1.0,3.0,2.0,4.0,0,,No,No
29,Travel_Rarely,Sales,9,3,Life Sciences,Male,1,Laboratory Technician,Single,111030,1.0,12,0,10.0,5,10,0,9,2.0,1.0,2.0,2.0,3.0,0,,No,No
49,Travel_Frequently,Sales,6,5,Medical,Female,2,Healthcare Representative,Single,23420,3.0,18,0,20.0,2,4,1,3,1.0,1.0,3.0,3.0,3.0,1,2016-07-19,Resignation,Stress
29,Travel_Frequently,Sales,3,2,Marketing,Female,2,Laboratory Technician,Single,68110,0.0,15,1,9.0,2,8,7,7,3.0,4.0,3.0,3.0,3.0,1,2016-07-27,Resignation,Others
54,Travel_Rarely,Sales,1,3,Medical,Female,2,Manager,Single,22970,6.0,18,2,29.0,2,20,12,7,4.0,4.0,2.0,2.0,3.0,0,,No,No
58,Travel_Rarely,Sales,22,3,Life Sciences,Female,2,Laboratory Technician,Married,24500,3.0,12,1,32.0,2,9,1,5,4.0,1.0,3.0,3.0,3.0,0,,No,No
55,Travel_Rarely,Research & Development,7,3,Life Sciences,Female,3,Research Scientist,Divorced,50930,2.0,16,1,31.0,3,7,0,0,2.0,4.0,4.0,3.0,3.0,0,,No,No
36,Travel_Rarely,Research & Development,1,3,Medical,Male,2,Sales Executive,Single,53090,3.0,13,0,15.0,5,5,0,1,1.0,2.0,3.0,3.0,3.0,0,,No,No
31,Travel_Frequently,Sales,4,3,Life Sciences,Male,2,Manager,Single,30570,1.0,19,0,1.0,3,1,0,0,2.0,3.0,3.0,3.0,3.0,1,2016-07-31,Fired,Fired
30,Travel_Rarely,Sales,3,3,Life Sciences,Male,3,Sales Executive,Divorced,51210,7.0,13,0,8.0,4,3,0,2,4.0,1.0,3.0,3.0,3.0,0,,No,No
31,Travel_Rarely,Research & Development,1,3,Medical,Male,1,Laboratory Technician,Single,168560,3.0,12,1,9.0,3,3,1,0,1.0,2.0,2.7614364135407135,3.0,3.0,0,,No,No
34,Travel_Frequently,Sales,2,1,Marketing,Female,5,Manager,Divorced,26860,5.0,11,0,10.0,3,4,1,3,4.0,1.0,3.0,4.0,3.0,0,,No,No
31,Travel_Rarely,Sales,20,3,Technical Degree,Male,1,Research Scientist,Single,61800,1.0,14,1,1.0,2,1,0,0,1.0,2.0,4.0,1.0,3.0,1,2016-04-08,Resignation,Others
27,Travel_Rarely,Human Resources,11,4,Medical,Male,4,Sales Executive,Married,66320,0.0,16,0,6.0,3,5,1,4,2.0,1.0,4.0,3.0,3.0,0,,No,No
36,Travel_Rarely,Sales,1,3,Marketing,Male,2,Research Scientist,Single,35050,1.0,12,2,10.0,2,10,1,8,1.0,4.0,2.0,2.0,3.0,0,,No,No
36,Travel_Rarely,Research & Development,24,3,Other,Female,3,Research Director,Married,63970,4.0,14,1,11.0,3,3,0,2,3.0,1.0,2.0,3.0,3.0,0,,No,No
47,Travel_Rarely,Research & Development,23,4,Life Sciences,Female,2,Sales Executive,Married,62740,7.0,14,2,17.0,0,6,1,2,1.0,4.0,2.0,3.0,3.0,0,,No,No
25,Travel_Rarely,Sales,16,4,Life Sciences,Male,2,Research Scientist,Married,198590,3.0,19,0,6.0,3,3,2,2,1.0,1.0,3.0,2.0,3.0,1,2016-05-11,Fired,Fired
37,Non-Travel,Sales,8,4,Medical,Male,1,Healthcare Representative,Single,75870,0.0,22,1,7.0,5,6,1,3,3.0,3.0,1.0,3.0,4.0,0,,No,No
56,Travel_Rarely,Research & Development,10,4,Other,Male,2,Sales Representative,Married,42580,2.0,16,0,5.0,2,3,1,0,1.0,1.0,4.0,3.0,3.0,0,,No,No
47,Travel_Rarely,Research & Development,3,2,Medical,Male,2,Laboratory Technician,Married,43640,3.0,11,1,26.0,3,20,5,6,1.0,3.0,4.0,3.0,3.0,0,,No,No
24,Travel_Rarely,Research & Development,5,1,Other,Male,1,Manufacturing Director,Married,43350,1.0,15,1,5.0,5,5,0,3,4.0,3.0,3.0,3.0,3.0,0,,No,No
32,Travel_Rarely,Sales,4,3,Marketing,Male,1,Research Scientist,Married,53260,4.0,14,1,7.0,2,4,0,3,4.0,4.0,2.0,3.0,3.0,0,,No,No
34,Travel_Rarely,Research & Development,9,2,Medical,Male,1,Sales Executive,Married,32800,5.0,13,0,7.0,3,5,0,2,4.0,2.0,2.0,3.0,3.0,0,,No,No
41,Travel_Rarely,Research & Development,26,3,Medical,Female,3,Sales Executive,Married,54850,2.0,17,2,7.0,2,4,0,3,2.0,3.0,2.0,3.0,3.0,0,,No,No
40,Non-Travel,Sales,3,2,Life Sciences,Male,1,Sales Executive,Divorced,43420,3.0,11,1,11.0,6,8,0,7,3.0,3.0,4.0,2.0,3.0,0,,No,No
31,Travel_Rarely,Research & Development,16,3,Medical,Male,2,Human Resources,Divorced,27820,1.0,19,1,13.0,5,13,9,9,1.0,4.0,3.0,3.0,3.0,0,,No,No
46,Travel_Rarely,Research & Development,18,1,Medical,Male,1,Manufacturing Director,Divorced,59800,4.0,11,1,28.0,2,7,4,3,1.0,4.0,4.0,3.0,3.0,1,2016-02-16,Resignation,Others
39,Non-Travel,Research & Development,2,4,Medical,Male,2,Manufacturing Director,Single,43810,2.0,15,2,11.0,1,1,0,0,1.0,1.0,4.0,2.0,3.0,1,2016-07-05,Resignation,Salary
31,Travel_Frequently,Sales,2,3,Medical,Male,2,Sales Executive,Single,25720,1.0,13,3,10.0,3,10,4,7,3.0,2.0,3.0,3.0,3.0,1,2016-09-29,Resignation,Stress
45,Travel_Rarely,Sales,10,2,Marketing,Male,1,Sales Executive,Divorced,38330,2.0,14,0,24.0,1,7,0,7,2.0,1.0,3.0,3.0,3.0,0,,No,No
31,Travel_Rarely,Research & Development,16,4,Life Sciences,Male,3,Human Resources,Single,42440,9.0,13,0,8.0,3,3,0,2,4.0,2.0,3.0,3.0,3.0,0,,No,No
31,Travel_Frequently,Research & Development,7,4,Life Sciences,Male,1,Laboratory Technician,Married,65000,6.0,23,1,7.0,5,2,2,2,2.0,4.0,1.0,3.0,4.0,1,2016-03-18,Resignation,Others
45,Travel_Rarely,Research & Development,1,2,Life Sciences,Female,1,Research Scientist,Married,184300,4.0,12,1,10.0,5,3,1,2,2.0,4.0,4.0,3.0,3.0,0,,No,No
48,Travel_Rarely,Research & Development,24,3,Technical Degree,Male,2,Research Scientist,Divorced,16010,4.0,12,0,15.0,3,2,2,2,3.0,1.0,3.0,3.0,3.0,0,,No,No
34,Travel_Rarely,Research & Development,7,4,Medical,Male,2,Research Scientist,Married,26940,1.0,16,1,2.0,3,2,2,2,1.0,3.0,3.0,3.0,3.0,1,2016-04-03,Resignation,Others
40,Non-Travel,Research & Development,25,4,Other,Female,1,Sales Executive,Divorced,31490,2.0,15,1,16.0,1,9,4,8,4.0,2.0,3.0,2.0,3.0,0,,No,No
28,Travel_Rarely,Research & Development,1,2,Technical Degree,Female,1,Research Scientist,Single,176390,0.0,13,1,6.0,0,5,1,3,4.0,1.0,3.0,3.0,3.0,0,,No,No
44,Non-Travel,Research & Development,5,3,Life Sciences,Male,1,Laboratory Technician,Single,23190,3.0,18,0,7.0,4,5,0,3,3.0,3.0,3.0,2.0,3.0,0,,No,No
53,Travel_Rarely,Research & Development,2,4,Technical Degree,Male,2,Manager,Single,116910,4.0,20,0,35.0,2,9,8,8,4.0,2.0,2.0,3.0,4.0,0,,No,No
49,Travel_Rarely,Research & Development,7,3,Life Sciences,Male,3,Laboratory Technician,Married,53240,2.0,19,0,20.0,2,3,1,2,1.0,3.0,2.0,1.0,3.0,0,,No,No
40,Travel_Rarely,Research & Development,2,4,Life Sciences,Male,3,Laboratory Technician,Divorced,167520,2.0,18,1,8.0,3,3,1,2,3.0,3.0,4.0,3.0,3.0,0,,No,No
44,Travel_Rarely,Research & Development,5,1,Other,Male,3,Research Scientist,Single,52280,1.0,13,0,6.0,2,5,1,3,4.0,2.0,2.0,4.0,3.0,0,,No,No
33,Travel_Frequently,Human Resources,10,3,Medical,Female,2,Sales Executive,Married,27000,0.0,14,3,5.0,2,4,0,3,4.0,1.0,3.0,3.0,3.0,0,,No,No
34,Travel_Rarely,Research & Development,10,4,Life Sciences,Female,1,Sales Representative,Single,192460,3.0,15,1,15.0,5,13,3,12,4.0,1.0,3.0,3.0,3.0,0,,No,No
30,Travel_Rarely,Sales,1,2,Technical Degree,Male,1,Laboratory Technician,Married,25060,8.0,22,0,4.0,3,2,2,2,4.0,3.0,2.0,3.0,4.0,0,,No,No
42,Travel_Frequently,Research & Development,8,4,Medical,Female,1,Sales Executive,Single,60620,1.0,22,2,12.0,2,12,5,8,1.0,4.0,3.0,3.0,4.0,0,,No,No
44,Travel_Frequently,Research & Development,5,3,Life Sciences,Female,5,Manufacturing Director,Married,43820,7.0,16,2,11.0,2,1,0,0,1.0,3.0,2.0,3.0,3.0,0,,No,No
30,Non-Travel,Research & Development,8,3,Life Sciences,Male,1,Manufacturing Director,Divorced,21430,1.0,17,1,1.0,2,1,0,0,3.0,3.0,2.0,3.0,3.0,0,,No,No
57,Travel_Rarely,Sales,2,1,Life Sciences,Male,3,Research Scientist,Married,61620,0.0,14,0,13.0,5,12,2,8,2.0,3.0,2.0,2.0,3.0,0,,No,No
49,Travel_Rarely,Research & Development,7,3,Technical Degree,Female,2,Sales Executive,Divorced,50940,3.0,15,0,29.0,5,8,0,7,3.0,2.0,3.0,3.0,3.0,0,,No,No
34,Travel_Frequently,Research & Development,2,4,Medical,Female,2,Sales Representative,Divorced,68770,7.0,20,0,16.0,3,14,6,9,2.0,1.0,2.0,3.0,4.0,0,,No,No
28,Travel_Frequently,Research & Development,2,3,Medical,Male,1,Research Scientist,Married,22740,3.0,20,1,5.0,5,3,1,2,1.0,3.0,4.0,3.0,4.0,1,2016-07-13,Resignation,Others
29,Travel_Frequently,Research & Development,28,3,Medical,Female,5,Research Scientist,Single,44340,5.0,17,3,7.0,1,5,0,0,1.0,2.0,1.0,3.0,3.0,1,2016-09-15,Resignation,Stress
34,Travel_Rarely,Research & Development,7,1,Medical,Male,1,Research Scientist,Single,62880,0.0,15,1,16.0,2,15,10,10,1.0,2.0,4.0,3.0,3.0,1,2016-11-26,Fired,Fired
35,Travel_Rarely,Sales,7,4,Other,Female,4,Healthcare Representative,Married,25530,1.0,14,1,1.0,4,1,0,0,4.0,3.0,3.0,2.0,3.0,0,,No,No
24,Travel_Frequently,Sales,3,3,Life Sciences,Male,2,Research Scientist,Single,76540,2.0,17,1,4.0,3,0,0,0,2.0,1.0,2.0,2.0,3.0,1,2016-05-24,Fired,Fired
24,Non-Travel,Research & Development,10,3,Life Sciences,Female,2,Manager,Married,51600,1.0,17,1,1.0,3,1,0,0,4.0,2.0,3.0,1.0,3.0,0,,No,No
44,Travel_Frequently,Research & Development,5,2,Medical,Female,2,Research Scientist,Single,171590,5.0,22,1,16.0,1,2,2,2,2.0,3.0,2.0,2.0,4.0,0,,No,No
29,Travel_Rarely,Sales,10,2,Life Sciences,Female,1,Sales Executive,Divorced,128080,1.0,13,0,10.0,6,10,0,4,3.0,3.0,3.0,3.0,3.0,0,,No,No
30,Travel_Rarely,Research & Development,1,2,Life Sciences,Male,3,Sales Executive,Divorced,102210,0.0,19,1,6.0,2,5,1,3,3.0,3.0,4.0,3.0,3.0,0,,No,No
55,Travel_Rarely,Sales,20,3,Marketing,Male,2,Research Scientist,Married,47790,0.0,14,1,4.0,6,3,1,2,4.0,3.0,3.0,3.0,3.0,0,,No,No
33,Travel_Rarely,Research & Development,7,2,Life Sciences,Male,2,Research Scientist,Married,37370,8.0,22,2,8.0,2,5,0,2,1.0,2.0,3.0,3.0,4.0,0,,No,No
47,Travel_Rarely,Research & Development,8,4,Medical,Female,2,Sales Representative,Married,23660,3.0,17,0,11.0,5,5,1,2,3.0,3.0,2.0,2.0,3.0,0,,No,No
28,Travel_Frequently,Sales,1,3,Marketing,Male,2,Laboratory Technician,Single,17060,7.0,12,0,8.0,3,0,0,0,3.0,1.0,2.0,3.0,3.0,1,2016-10-07,Resignation,Stress
28,Travel_Rarely,Sales,8,4,Marketing,Male,1,Laboratory Technician,Divorced,163070,1.0,16,0,1.0,3,1,0,0,1.0,3.0,1.0,2.0,3.0,0,,No,No
28,Travel_Frequently,Research & Development,9,3,Life Sciences,Female,2,Sales Executive,Single,59330,0.0,11,0,5.0,3,4,1,3,3.0,1.0,3.0,3.0,3.0,0,,No,No
49,Travel_Rarely,Research & Development,5,4,Life Sciences,Female,1,Research Scientist,Married,34240,4.0,11,0,10.0,3,3,1,2,3.0,1.0,3.0,3.0,3.0,0,,No,No
29,Travel_Frequently,Research & Development,8,1,Medical,Male,1,Research Scientist,Married,40370,0.0,14,0,4.0,2,3,0,2,4.0,2.0,3.0,1.0,3.0,0,,No,No
28,Travel_Rarely,Research & Development,5,1,Technical Degree,Male,2,Laboratory Technician,Married,25590,1.0,11,0,8.0,3,8,1,7,3.0,2.0,2.0,2.0,3.0,0,,No,No
33,Travel_Rarely,Research & Development,15,4,Life Sciences,Female,1,Sales Executive,Single,62010,2.0,15,3,14.0,2,0,0,0,4.0,3.0,3.0,2.0,3.0,0,,No,No
32,Travel_Rarely,Research & Development,7,3,Life Sciences,Female,3,Laboratory Technician,Single,44030,2.0,20,0,10.0,3,5,0,0,3.0,4.0,4.0,2.0,4.0,0,,No,No
54,Travel_Frequently,Sales,10,3,Life Sciences,Female,4,Research Scientist,Divorced,37610,3.0,12,0,26.0,3,14,1,12,2.0,4.0,3.0,2.0,3.0,0,,No,No
29,Travel_Rarely,Research & Development,5,3,Life Sciences,Female,2,Research Scientist,Single,109340,6.0,17,2,11.0,2,9,0,7,1.0,1.0,1.0,3.0,3.0,1,2016-05-01,Resignation,Stress
44,Travel_Rarely,Sales,26,1,Marketing,Male,1,Sales Representative,Married,107610,3.0,11,1,24.0,5,20,14,17,4.0,1.0,4.0,2.0,3.0,0,,No,No
39,Travel_Rarely,Sales,6,1,Technical Degree,Female,2,Laboratory Technician,Single,51750,4.0,17,1,9.0,2,2,2,2,2.0,2.0,3.0,4.0,3.0,0,,No,No
46,Travel_Rarely,Research & Development,4,2,Life Sciences,Male,3,Manufacturing Director,Married,138260,8.0,11,0,23.0,1,13,5,1,3.0,2.0,4.0,2.0,3.0,0,,No,No
35,Travel_Rarely,Research & Development,23,4,Life Sciences,Male,2,Research Scientist,Single,63340,1.0,14,0,11.0,2,11,3,3,4.0,2.0,1.0,4.0,3.0,0,,No,No
23,Travel_Rarely,Research & Development,2,4,Medical,Female,2,Manager,Single,49360,0.0,19,1,5.0,2,4,1,2,1.0,3.0,3.0,2.0,3.0,0,,No,No
40,Travel_Rarely,Research & Development,2,3,Medical,Male,2,Research Director,Single,47750,3.0,15,1,15.0,3,5,1,0,4.0,1.0,1.0,4.0,3.0,1,2016-10-01,Resignation,Others
34,Travel_Rarely,Human Resources,2,3,Human Resources,Male,2,Manufacturing Director,Married,28180,1.0,13,1,10.0,2,10,8,6,4.0,3.0,3.0,3.0,3.0,0,,No,No
31,Travel_Frequently,Research & Development,29,3,Life Sciences,Female,2,Healthcare Representative,Single,25150,1.0,14,0,7.0,3,7,7,7,4.0,3.0,1.0,2.0,3.0,1,2016-05-03,Resignation,Salary
50,Travel_Frequently,Research & Development,6,3,Medical,Male,1,Manager,Single,23420,1.0,12,1,32.0,2,32,13,9,3.0,4.0,3.0,2.0,3.0,0,,No,No
34,Travel_Rarely,Sales,25,5,Marketing,Female,1,Research Scientist,Married,41940,0.0,17,2,12.0,3,11,5,7,2.0,3.0,3.0,3.0,3.0,0,,No,No
42,Travel_Rarely,Research & Development,1,3,Life Sciences,Female,1,Manufacturing Director,Married,106850,4.0,11,3,4.0,2,1,0,0,3.0,2.0,3.0,3.0,3.0,0,,No,No
37,Travel_Rarely,Research & Development,2,2,Medical,Male,1,Research Scientist,Married,20220,1.0,12,0,10.0,1,10,3,7,1.0,4.0,3.0,3.0,3.0,0,,No,No
29,Travel_Rarely,Research & Development,1,3,Medical,Female,1,Manager,Married,23140,3.0,13,0,9.0,5,7,0,7,3.0,1.0,3.0,4.0,3.0,0,,No,No
33,Travel_Rarely,Research & Development,1,1,Life Sciences,Male,1,Research Scientist,Single,42560,1.0,13,3,5.0,1,5,0,2,4.0,2.0,3.0,3.0,3.0,0,,No,No
45,Travel_Rarely,Sales,3,3,Life Sciences,Male,3,Laboratory Technician,Married,35800,4.0,20,1,8.0,1,5,0,3,4.0,4.0,3.0,2.0,4.0,0,,No,No
42,Travel_Frequently,Human Resources,1,4,Technical Degree,Male,2,Manufacturing Director,Married,31620,2.0,17,2,24.0,1,20,13,9,4.0,4.0,1.0,3.0,3.0,0,,No,No
40,Travel_Rarely,Sales,10,1,Life Sciences,Female,1,Manufacturing Director,Married,65240,0.0,13,1,9.0,2,8,7,1,1.0,1.0,4.0,4.0,3.0,0,,No,No
33,Travel_Rarely,Research & Development,9,3,Medical,Female,2,Manufacturing Director,Married,28990,1.0,17,0,15.0,3,15,5,7,2.0,3.0,3.0,2.0,3.0,0,,No,No
40,Travel_Rarely,Sales,5,5,Life Sciences,Male,1,Manufacturing Director,Single,52310,1.0,12,2,21.0,4,21,7,7,3.0,4.0,3.0,3.0,3.0,0,,No,No
24,Travel_Rarely,Sales,10,2,Marketing,Male,1,Manufacturing Director,Divorced,23560,0.0,13,0,2.0,5,1,0,0,3.0,1.0,3.0,3.0,3.0,0,,No,No
40,Non-Travel,Research & Development,7,3,Medical,Male,1,Research Scientist,Divorced,28000,3.0,12,2,8.0,0,2,2,2,4.0,4.0,2.7614364135407135,2.0,3.0,0,,No,No
45,Travel_Rarely,Research & Development,4,3,Medical,Female,3,Laboratory Technician,Divorced,118360,1.0,22,0,10.0,2,10,7,7,1.0,2.0,3.0,4.0,4.0,0,,No,No
35,Travel_Rarely,Research & Development,10,1,Life Sciences,Male,1,Healthcare Representative,Married,109030,0.0,11,0,6.0,3,5,4,2,2.0,3.0,3.0,4.0,3.0,0,,No,No
32,Travel_Rarely,Research & Development,22,4,Medical,Male,1,Sales Executive,Married,29730,3.0,22,0,12.0,0,7,2,5,4.0,2.0,3.0,4.0,4.0,0,,No,No
36,Travel_Rarely,Sales,9,3,Marketing,Female,4,Research Scientist,Single,142750,3.0,18,1,7.0,5,3,1,2,3.0,4.0,2.0,2.0,3.0,0,,No,No
48,Travel_Rarely,Research & Development,12,4,Medical,Male,1,Laboratory Technician,Divorced,55620,8.0,13,1,18.0,2,8,7,7,3.0,3.0,3.0,3.0,3.0,0,,No,No
29,Travel_Rarely,Research & Development,23,4,Life Sciences,Female,2,Healthcare Representative,Married,45370,6.0,18,1,5.0,5,1,0,0,3.0,3.0,2.0,4.0,3.0,0,,No,No
33,Travel_Rarely,Research & Development,9,1,Medical,Male,1,Healthcare Representative,Married,76420,2.0,20,1,8.0,2,2,2,2,1.0,1.0,1.0,2.0,4.0,0,,No,No
30,Travel_Rarely,Research & Development,1,3,Other,Male,3,Sales Executive,Married,179240,1.0,13,2,10.0,2,10,6,7,2.0,1.0,3.0,3.0,3.0,1,2016-01-07,Resignation,Stress
38,Travel_Frequently,Sales,9,3,Marketing,Male,1,Manufacturing Director,Married,52040,3.0,13,1,10.0,2,6,1,2,3.0,3.0,3.0,3.0,3.0,0,,No,No
35,Travel_Rarely,Sales,7,2,Life Sciences,Male,1,Sales Executive,Single,22770,1.0,12,1,3.0,2,3,1,2,4.0,1.0,3.0,3.0,3.0,0,,No,No
30,Travel_Rarely,Research & Development,14,3,Technical Degree,Male,5,Research Director,Married,27950,3.0,13,0,9.0,4,4,1,3,3.0,2.0,3.0,3.0,3.0,0,,No,No
35,Travel_Rarely,Research & Development,2,3,Medical,Female,1,Research Scientist,Divorced,25320,1.0,13,0,1.0,2,1,0,0,1.0,1.0,3.0,1.0,3.0,1,2016-05-30,Resignation,Stress
53,Travel_Rarely,Research & Development,19,3,Life Sciences,Male,2,Manager,Married,25590,0.0,25,0,34.0,2,33,1,9,3.0,4.0,3.0,3.0,4.0,1,2016-09-27,Resignation,Others
38,Travel_Rarely,Research & Development,2,3,Medical,Female,3,Sales Executive,Married,49080,4.0,19,1,7.0,3,5,1,4,3.0,2.0,3.0,2.0,3.0,1,2016-03-11,Resignation,Salary
32,Non-Travel,Research & Development,10,4,Life Sciences,Female,5,Research Scientist,Married,23800,4.0,13,0,9.0,5,6,1,2,4.0,1.0,2.0,3.0,3.0,0,,No,No
48,Travel_Rarely,Research & Development,2,5,Life Sciences,Male,1,Sales Executive,Married,47650,8.0,12,1,10.0,4,8,7,6,3.0,1.0,2.0,3.0,3.0,0,,No,No
34,Travel_Rarely,Research & Development,3,3,Life Sciences,Male,2,Sales Executive,Single,20440,1.0,11,0,1.0,2,1,0,0,1.0,4.0,1.0,3.0,3.0,0,,No,No
55,Travel_Rarely,Research & Development,11,1,Medical,Female,1,Laboratory Technician,Married,26930,1.0,18,0,36.0,6,36,2,13,3.0,4.0,3.0,2.0,3.0,0,,No,No
34,Travel_Rarely,Research & Development,2,2,Life Sciences,Male,2,Research Scientist,Married,65860,9.0,18,1,9.0,3,2,2,1,2.0,4.0,2.0,3.0,3.0,0,,No,No
26,Travel_Rarely,Research & Development,4,3,Life Sciences,Male,1,Research Director,Married,32940,1.0,11,0,1.0,6,1,0,0,1.0,4.0,3.0,3.0,3.0,0,,No,No
38,Travel_Rarely,Sales,14,2,Marketing,Female,1,Sales Executive,Married,41710,0.0,23,0,10.0,4,9,7,7,3.0,2.0,3.0,4.0,4.0,0,,No,No
38,Travel_Rarely,Research & Development,2,3,Life Sciences,Female,1,Manufacturing Director,Single,27780,2.0,13,0,8.0,5,3,1,2,2.0,2.0,4.0,2.0,3.0,0,,No,No
36,Travel_Rarely,Human Resources,1,3,Human Resources,Male,1,Research Scientist,Single,23770,6.0,13,2,15.0,3,1,0,0,2.0,3.0,3.0,3.0,3.0,0,,No,No
29,Travel_Rarely,Research & Development,10,3,Life Sciences,Male,1,Sales Representative,Single,24040,1.0,17,0,10.0,3,10,1,5,2.0,1.0,3.0,2.0,3.0,0,,No,No
35,Travel_Rarely,Sales,12,2,Life Sciences,Female,2,Sales Executive,Single,23180,3.0,19,0,10.0,4,5,0,4,1.0,3.0,3.0,4.0,3.0,0,,No,No
39,Travel_Rarely,Sales,2,2,Medical,Female,1,Sales Executive,Married,20080,2.0,12,0,11.0,3,7,7,6,4.0,3.0,3.0,3.0,3.0,0,,No,No
29,Travel_Frequently,Research & Development,5,1,Medical,Female,1,Research Scientist,Divorced,62440,1.0,22,0,6.0,3,6,1,3,1.0,4.0,4.0,3.0,4.0,0,,No,No
50,Travel_Rarely,Research & Development,4,2,Medical,Female,1,Laboratory Technician,Married,27990,4.0,12,1,27.0,0,1,0,0,3.0,3.0,3.0,1.0,3.0,0,,No,No
23,Travel_Rarely,Research & Development,7,2,Life Sciences,Female,3,Manager,Married,105520,2.0,11,0,4.0,2,2,2,2,4.0,3.0,3.0,3.0,3.0,0,,No,No
36,Travel_Frequently,Sales,21,3,Life Sciences,Male,2,Human Resources,Married,23290,3.0,15,0,9.0,2,3,0,2,1.0,1.0,3.0,3.0,3.0,0,,No,No
42,Travel_Rarely,Research & Development,8,2,Life Sciences,Female,5,Manager,Single,40140,8.0,13,1,24.0,3,1,0,1,4.0,4.0,3.0,3.0,3.0,0,,No,No
35,Travel_Rarely,Sales,4,3,Medical,Female,2,Laboratory Technician,Married,74030,1.0,12,1,10.0,4,10,6,8,2.0,3.0,2.0,3.0,3.0,0,,No,No
34,Travel_Frequently,Research & Development,25,1,Life Sciences,Female,1,Manager,Married,22590,1.0,14,0,8.0,2,8,7,7,4.0,3.0,2.0,3.0,3.0,0,,No,No
40,Travel_Rarely,Research & Development,1,4,Life Sciences,Male,2,Laboratory Technician,Married,69320,1.0,13,0,5.0,5,5,1,2,4.0,1.0,3.0,3.0,3.0,0,,No,No
43,Travel_Rarely,Research & Development,1,1,Other,Male,1,Manager,Divorced,46780,5.0,25,1,8.0,0,6,0,2,4.0,2.0,3.0,4.0,4.0,0,,No,No
35,Travel_Rarely,Sales,6,3,Marketing,Female,3,Sales Representative,Married,135820,1.0,17,1,1.0,3,1,0,1,3.0,4.0,2.0,2.0,3.0,0,,No,No
46,Travel_Rarely,Research & Development,12,4,Technical Degree,Male,1,Laboratory Technician,Single,23320,1.0,11,0,27.0,2,26,0,12,4.0,1.0,1.0,3.0,3.0,0,,No,No
28,Travel_Rarely,Human Resources,1,3,Medical,Female,2,Laboratory Technician,Married,24130,1.0,16,1,1.0,2,1,0,0,3.0,2.0,3.0,3.0,3.0,1,2016-01-27,Resignation,Others
22,Non-Travel,Sales,17,2,Marketing,Male,3,Sales Executive,Married,97050,1.0,18,2,4.0,3,4,1,3,2.0,3.0,2.0,2.0,3.0,0,,No,No
50,Travel_Frequently,Research & Development,3,3,Other,Male,2,Research Scientist,Married,42940,2.0,20,0,32.0,2,30,12,13,2.0,3.0,3.0,2.0,4.0,0,,No,No
32,Travel_Rarely,Research & Development,3,2,Life Sciences,Male,3,Research Scientist,Married,47210,3.0,14,1,6.0,3,3,0,2,2.0,4.0,3.0,3.0,3.0,0,,No,No
44,Travel_Rarely,Research & Development,10,3,Technical Degree,Male,3,Manager,Divorced,25190,0.0,21,2,23.0,2,22,1,10,2.0,4.0,2.0,3.0,4.0,0,,No,No
30,Travel_Rarely,Research & Development,4,3,Medical,Female,1,Research Director,Married,21210,1.0,13,1,6.0,2,6,1,1,2.0,2.0,2.0,3.0,3.0,0,,No,No
45,Travel_Rarely,Sales,29,2,Technical Degree,Female,2,Research Scientist,Single,29730,1.0,12,0,10.0,2,10,1,4,3.0,1.0,3.0,3.0,3.0,0,,No,No
45,Non-Travel,Sales,2,4,Life Sciences,Male,2,Manufacturing Director,Married,58550,1.0,14,1,10.0,3,10,4,5,1.0,1.0,3.0,2.0,3.0,0,,No,No
31,Travel_Frequently,Research & Development,7,3,Medical,Male,2,Research Scientist,Single,36170,7.0,21,1,10.0,5,5,0,3,4.0,1.0,3.0,3.0,4.0,0,,No,No
36,Travel_Rarely,Research & Development,18,1,Medical,Male,2,Manufacturing Director,Married,67250,9.0,17,1,7.0,3,3,1,1,3.0,3.0,3.0,3.0,3.0,0,,No,No
34,Travel_Frequently,Sales,28,4,Marketing,Male,5,Manufacturing Director,Divorced,103250,1.0,11,1,9.0,3,9,7,2,3.0,4.0,3.0,2.0,3.0,0,,No,No
49,Travel_Rarely,Research & Development,1,4,Life Sciences,Male,3,Healthcare Representative,Married,69490,1.0,14,1,10.0,2,9,1,4,3.0,1.0,2.0,3.0,3.0,0,,No,No
39,Travel_Rarely,Research & Development,6,2,Life Sciences,Male,3,Research Scientist,Married,106090,2.0,17,1,10.0,2,7,7,7,2.0,1.0,3.0,3.0,3.0,0,,No,No
27,Travel_Rarely,Research & Development,2,1,Life Sciences,Male,4,Research Scientist,Divorced,44470,1.0,13,0,7.0,4,7,0,7,4.0,1.0,3.0,3.0,3.0,0,,No,No
35,Travel_Rarely,Research & Development,2,3,Medical,Female,2,Sales Executive,Married,21570,1.0,25,0,16.0,1,16,1,10,2.0,1.0,3.0,2.0,4.0,0,,No,No
